,tweet_created_at,tweet_full_text,text_clean
1291,Fri Sep 07 16:25:06 +0000 2018,Done is better than perfect. — Sheryl Sandberg #quote #motivation #justdoit https://t.co/J9lLdszdW6,done is better than perfect sheryl sandberg quot motiv justdoit url
4748,Fri Sep 07 16:24:59 +0000 2018,"Shout out to the Great Fire Department and the tour! 👨‍🚒👨‍🚒 Much love to NYC! 💯🎥🔥✊🏿
•
•
•
#hero #fdny #likesforlikes #promo #music #instagood #instadaily #postoftheday #bestoftheday #justdoit #nike #picoftheday... https://t.co/sFobQ2ukpo",shout out to the great fire depart and the tour much love to nyc hero fdni likesforlik promo music instagood instadaili postoftheday bestoftheday justdoit nike picoftheday url
3690,Fri Sep 07 16:24:50 +0000 2018,"There are some AMAZINGLY hilarious Nike Ad memes happening on my newsfeed.  Soooo, I decided to get a little creative too... 

#JustDoIt #4YourMorning #4YourMemeCollection 

🍪😂 https://t.co/6ok9qR6k6M",there are some amazingli hilari nike ad meme happen on my newsfe soo i decid to get a littl creativ too justdoit url
4797,Fri Sep 07 16:24:44 +0000 2018,#kapernickeffect #swoosh #justdoit @ Lucas Bishop's Cigar Lounge https://t.co/BhPBnjOkuU,kapernickeffect swoosh justdoit luca bishop cigar loung url
3966,Fri Sep 07 16:24:39 +0000 2018,"One Hand, One Dream: The Shaquem Griffin Story  https://t.co/0EbEmwULLF   #shaquem  #NFL #Seattle #Seahawks #griffin #JustDoIt #Nike https://t.co/pr8eosDZS7",one hand one dream the shaquem griffin stori url shaquem nfl seattl seahawk griffin justdoit nike url
27,Fri Sep 07 16:24:35 +0000 2018,@realDonaldTrump It's time for me to stock up on some new running apparel. Nike it is! #JUSTDOIT,user_ment it time for me to stock up on some new run apparel nike it is justdoit
1801,Fri Sep 07 16:24:24 +0000 2018,Why won't Trump protect our elections?  Think it over.  #RegisterToVote Vote -  #JustDoIt https://t.co/x9I3qgZDEH,whi wont trump protect our elect think it over registertovot vote justdoit url
2176,Fri Sep 07 16:24:13 +0000 2018,"@Nike good job on shaking the whole world, i see what you did there. Millions and Millions of dollars worth of free advertising. #JustDoIt",user_ment good job on shake the whole world i see what you did there million and million of dollar worth of free advertis justdoit
1565,Fri Sep 07 16:24:09 +0000 2018,GREAT way to meet good people...wearing your Nike gear in the park! Thanks @Nike @nikestore @Kaepernick7 #JustDoIt #TakeAKnee #TakeAKneeInNikes https://t.co/TIFLnv2puQ,great way to meet good peopl wear your nike gear in the park thank user_ment user_ment user_ment justdoit takeakne takeakneeinnik url
762,Fri Sep 07 16:23:51 +0000 2018,"Lead,Trade and Succeed with ICM
Please retweet 
#FX #FeelGoodFriday #FridayFeeling #TRADERMONI #JustDoIt #FridayMotivation https://t.co/rtmVToSucq",and succeed with icm pleas retweet fx feelgoodfriday fridayfeel tradermoni justdoit fridaymotiv url
3181,Fri Sep 07 16:23:41 +0000 2018,My favorites so far #JustDoIt https://t.co/zY7VDa5Q0X,my favorit so far justdoit url
4317,Fri Sep 07 16:23:40 +0000 2018,"Colin Kaepernick's business partner @Nike sends millions of dollars to groups which target black lives for gruesome deaths domestically and abroad. #NikeBoycott #JustDoIt

https://t.co/abSV7fP7YN",colin kaepernick busi partner user_ment send million of dollar to group which target black live for gruesom death domest and abroad nikeboycott justdoit url
3508,Fri Sep 07 16:23:37 +0000 2018,@CSPensions Why be a cat when you can be a lion. #JustDoIt  ;),user_ment whi be a cat when you can be a lion justdoit emo_po
759,Fri Sep 07 16:23:30 +0000 2018,"@realDonaldTrump They were thinking history will judge the treatment of @ColinKaperneck7 and will come out on his side, they decided to lead! #JustDoIt",user_ment they were think histori will judg the treatment of user_ment and will come out on hi side they decid to lead justdoit
4721,Fri Sep 07 16:23:27 +0000 2018,@RepAdamSchiff Go ahead @RepAdamSchiff   #JustDoIt #SpartacAssJr,user_ment go ahead user_ment justdoit spartacassjr
885,Fri Sep 07 16:23:21 +0000 2018,Why be a cat when you can be a lion. #JustDoIt https://t.co/vPOkgfchFR,whi be a cat when you can be a lion justdoit url
4311,Fri Sep 07 16:23:17 +0000 2018,#socialism be like me and #JustDoIt because ya know it like works and stuff I mean come on it’s like the greatest thing ever I mean like duh ....🤔🙄😳...#Truth #kaga2018 #kag2020 #Maga #FakeNews https://t.co/FsJZyVC98J,social be like me and justdoit becaus ya know it like work and stuff i mean come on like the greatest thing ever i mean like duh truth kaga2018 kag2020 maga fakenew url
2520,Fri Sep 07 16:23:09 +0000 2018,"Hey @Nike I stood for our country. I served my nation and that flag you're so enthused to kneel for. I stood for something, gave up everything. You want to impress me? Hire a real man for your ads. Hire a marine not a bitchy millionaire. He gave up nothing.  #JustDoIt",hey user_ment i stood for our countri i serv my nation and that flag your so enthus to kneel for i stood for someth gave up everyth you want to impress me hire a real man for your ad hire a marin not a bitchi millionair he gave up noth justdoit
2608,Fri Sep 07 16:23:02 +0000 2018,"I’ve seen a lot of memes re #JustDoIt but this particular one struck me.......haunting. 

For me, this speaks to how far the Left will go to undermine @realDonaldTrump &amp; the will of true American Patriots. 

Let’s do our job to help @POTUS 

#VoteRedToSaveAmerica #VoteRed2018 https://t.co/rm7XBt3W9l",seen a lot of meme re justdoit but thi particular one struck me haunt for me thi speak to how far the left will go to undermin user_ment the will of true american patriot do our job to help user_ment voteredtosaveamerica votered2018 url
2254,Fri Sep 07 16:22:55 +0000 2018,Abortion stops a beating heart. Just imagine all the lives we can save if we get #Kavanaugh on the court. Democrats should be eager to confirm him for the sake of our children. #justdoit,abort stop a beat heart just imagin all the live we can save if we get kavanaugh on the court democrat should be eager to confirm him for the sake of our children justdoit
2484,Fri Sep 07 16:22:41 +0000 2018,@Nike My favorite Nike commercial ever!! #JustDoIt,user_ment my favorit nike commerci ever justdoit
4961,Fri Sep 07 16:22:19 +0000 2018,Modeling is more than just runway and clothes for me. It’s a daily way of life to be an example when I step out the door and into any room. Happy Friday! #nike #kaepernick7 #justdoit @Kaepernick7 @Nike @nikesportswear @nikewomen #FridayFeeling #FridayMotivation https://t.co/YwvMNYONMB,model is more than just runway and cloth for me a daili way of life to be an exampl when i step out the door and into ani room happi friday nike kaepernick7 justdoit user_ment user_ment user_ment user_ment fridayfeel fridaymotiv url
1307,Fri Sep 07 16:21:55 +0000 2018,You are never too broke to shop your favourite fashion brands when they are at #Discounts365days #JustDoIt https://t.co/hwlxCLesVg,you are never too broke to shop your favourit fashion brand when they are at discounts365day justdoit url
892,Fri Sep 07 16:21:54 +0000 2018,My kinda Lady ... #Justdoit #Nike !!! https://t.co/GIFmg85rAm,my kinda ladi justdoit nike url
2442,Fri Sep 07 16:21:41 +0000 2018,Dream Big &amp; #Justdoit! https://t.co/Vr4GIyGsoj,dream big justdoit url
4800,Fri Sep 07 16:21:39 +0000 2018,"Hey!!!! go check this video out !!! It’s a lot of fun and cute #newyoutubers 
#relationshipgoals 
#JustDoIt. Just click the link and subscribe 🧡
https://t.co/W7JhYpHtXL https://t.co/ltUmnsCxxZ",hey go check thi video out a lot of fun and cute newyoutub relationshipgo justdoit just click the link and subscrib url url
1369,Fri Sep 07 16:21:28 +0000 2018,Nike got $43 million of free press in the 24 hours after #JustDoIt campaign. It pays to put your balls on the line.,nike got million of free press in the hour after justdoit campaign it pay to put your ball on the line
3053,Fri Sep 07 16:21:25 +0000 2018,"@realDonaldTrump They were thinking - “let’s use this talented football star, who’s been blackballed by asshole NFL owners, to take a stand and optimize our ad’s reach with minimal dollars”. A genius move by Nike! Free publicity is a marketers dream! #NikeStrong #JustDoIt #TeamNike #ImWithKap",user_ment they were think use thi talent footbal star been blackbal by asshol nfl owner to take a stand and optim our reach with minim a geniu move by nike free public is a market dream nikestrong justdoit teamnik imwithkap
2361,Fri Sep 07 16:21:12 +0000 2018,YOU STOLE MY GODDAMN HOUSE #justdoit #juststealit @Bravotv @BravoWWHL @ParisHilton https://t.co/8xShKr0SYq,you stole my goddamn hous justdoit juststealit user_ment user_ment user_ment url
2986,Fri Sep 07 16:21:09 +0000 2018,Don't skip leg day y'all #legday #justdoit #flexfriday #berkhansays https://t.co/6o3ktraCCu,dont skip leg day yall legday justdoit flexfriday berkhansay url
233,Fri Sep 07 16:21:03 +0000 2018,"""Believe in something. Even if it means sacrificing everything.""

Nike has chosen bold words for their #JustDoIt campaign. But what exactly does sacrifice mean to a multi-billion dollar corporation?

Branded revolution: ✔️

https://t.co/QIZex684w6",believ in someth even if it mean sacrif everyth nike ha chosen bold word for their justdoit campaign but what exactli doe sacrific mean to a multibillion dollar corpor brand revolut url
5,Fri Sep 07 16:20:57 +0000 2018,Why yall do Tayson like dat #JustDoIt #nike #photooftheday #internewins #Mike_Tyson #Tyson https://t.co/dWopqtjitM,whi yall do tayson like dat justdoit nike photooftheday internewin mike_tyson tyson url
3880,Fri Sep 07 16:20:43 +0000 2018,"#MissAmerica #FlashbackFriday #JobsReport Nike #GOT7 #JustDoIt FEMA #campaigns #TV3GH
SpiderMan #KaepernickNikeAd #slaveryremembranceday #MudaSuksesMenang 
#FridayFeeling #NationalBeerLoversDay I Love It
#eminemvsmgk #Nas vs #Kelis Kanye #INDRAKETUJUHEPS38
https://t.co/sVDCOXDBJP",missamerica flashbackfriday jobsreport nike got7 justdoit fema campaign tv3gh spiderman kaepernicknikead slaveryremembranceday mudasuksesmenang fridayfeel nationalbeerloversday i love it eminemvsmgk na vs keli kany indraketujuheps38 url
1332,Fri Sep 07 16:20:28 +0000 2018,@Nike is the only shoe I'll train in. I'm wearing the Nike Bruins from Back to the Future for my wedding. Hell yeah Nike. #JustDoIt,user_ment is the onli shoe ill train in im wear the nike bruin from back to the futur for my wed hell yeah nike justdoit
3445,Fri Sep 07 16:20:15 +0000 2018,"The @elonmusk Mindset

#JustDoIt https://t.co/2wq93hJjxy",the user_ment mindset justdoit url
1940,Fri Sep 07 16:20:08 +0000 2018,"@tgirlmiller @realDonaldTrump Donating my #Nike  all in great coditions, many barely worn to homeless veterans and buying new ones for my self.
#JustDoIt https://t.co/EVH7Frnlwm",user_ment user_ment donat my nike all in great codit mani bare worn to homeless veteran and buy new one for my self justdoit url
4706,Fri Sep 07 16:20:01 +0000 2018,@nerdygirl007 @1DentalHyGenius @IntelisexXx @NuttyTrump @CokerRory @benFranklin2018 Yes!!! Do it!! #JustDoIt,user_ment user_ment user_ment user_ment user_ment user_ment ye do it justdoit
838,Fri Sep 07 16:19:57 +0000 2018,@realDonaldTrump It’s clear why you &amp; Kim “respect” each other so much...#DonaldLovesDictators  #TakeAKnee #ColinKaepernick #Nike #JustDoIt #FightFascism https://t.co/ZYjB3DcSxI,user_ment clear whi you kim each other so much donaldlovesdict takeakne colinkaepernick nike justdoit fightfasc url
2618,Fri Sep 07 16:19:49 +0000 2018,Just do it. #nike #meme #justdoit #justtryit #cafecitoenergy #energy https://t.co/b67YtvoraG,just do it nike meme justdoit justtryit cafecitoenergi energi url
123,Fri Sep 07 16:19:31 +0000 2018,"#JustDoIt … another potential spokesperson for #Nike
Former Cowboys RB Joseph Randle arrested, charged with rape https://t.co/XmW482KIUb",justdoit anoth potenti spokesperson for nike former cowboy rb joseph randl arrest charg with rape url
1776,Fri Sep 07 16:19:21 +0000 2018,"Just left the @Nike store #greatlakescrossing  I don't even like Nike like that... BUT it's for the culture. Yall take care of Rena and Kap..I'll support you.

#Fortheculture
#Nike
#Justdoit
#bringit https://t.co/Ns6snxuann",just left the user_ment store greatlakescross i dont even like nike like that but it for the cultur yall take care of rena and kap ill support you forthecultur nike justdoit bringit url
4221,Fri Sep 07 16:18:54 +0000 2018,#BOOM #MannCup2018 READY!! 7 hours @satolax22 #justDOIT!! #WestCoastBestCoast @CurtisDickson17 #FLYYYY! https://t.co/FRul00IsBq,boom manncup2018 readi hour user_ment justdoit westcoastbestcoast user_ment flyy url
2698,Fri Sep 07 16:18:35 +0000 2018,"#Lebron16: Look at those eyes...

#LeBron #Nike #JustDoIt https://t.co/WNvn4qzhQt",lebron16 look at those eye lebron nike justdoit url
1860,Fri Sep 07 16:18:29 +0000 2018,So with the Sun and new moon in Virgo this Sunday- I’m commencing an exercise regimen to compliment my dietary regimen. #goals #JustDoIt https://t.co/uJrYrrSdTl,so with the sun and new moon in virgo thi sunday commenc an exercis regimen to compliment my dietari regimen goal justdoit url
3994,Fri Sep 07 16:18:24 +0000 2018,Mr #IQ45 alone with #MitchMcConnell @SenateMajLdr #GOP meeting to see how they can destroy #presObama @Niki #Kaepernick #JustDoIt,mr iq45 alon with mitchmcconnel user_ment gop meet to see how they can destroy presobama user_ment kaepernick justdoit
3543,Fri Sep 07 16:18:14 +0000 2018,"@Nike world is yours - the world is flat,  Kyrie ,LeBron and I have your back. Do I have your back? I’ve known you since grade school. I can’t believe this even rhymes I’m a fool .   @KingJames #LeBron #lebronjames #nike #kyrie #kapernick #justdoit #sneaker",user_ment world is your the world is flat kyri lebron and i have your back do i have your back known you sinc grade school i believ thi even rhyme a fool user_ment lebron lebronjam nike kyri kapernick justdoit sneaker
1701,Fri Sep 07 16:18:11 +0000 2018,@realDonaldTrump I got new @Nike running shoes this week. #JustDoIt #JustDoIt #StandForSomething #TakeTheKnee,user_ment i got new user_ment run shoe thi week justdoit justdoit standforsometh takethekne
3714,Fri Sep 07 16:17:51 +0000 2018,"Pure Gold!
From Larry Elder
(Overheard, II)

I returned a pair of Nike shoes yesterday for a refund, and the clerk asked me what was wrong with them. I told her they hurt my feet when I stood up for the national anthem.

#JustDoIt #ISTANDFORAMERICA",pure gold from larri elder overheard ii i return a pair of nike shoe yesterday for a refund and the clerk ask me what wa wrong with them i told her they hurt my feet when i stood up for the nation anthem justdoit istandforamerica
3128,Fri Sep 07 16:17:50 +0000 2018,"If you work hard, limitless and focus on your goals and respecting each other... the only thing you will have, is the success.
#JustDoIt https://t.co/ARRxcgQim9",if you work hard limitless and focu on your goal and respect each other the onli thing you will have is the success justdoit url
2009,Fri Sep 07 16:17:46 +0000 2018,"New season of #ESG Notes kicks off today. Today, ESG Note S2E1:  Nike Blows Our Minds, Inequality Is Hot, Exit Theranos, Ocean Bonds, @GuyCallendar. #investment #strategy #sustainability #impinv #susty #SDGs #JustDoIt #Theranos #TheLongSwim #FridayReads https://t.co/TcVVrBsLrn",new season of esg note kick off today today esg note s2e1 nike blow our mind inequ is hot exit therano ocean bond user_ment invest strategi sustain impinv susti sdg justdoit therano thelongswim fridayread url
2302,Fri Sep 07 16:17:43 +0000 2018,"Invest in #Mojo50?

#JustDoIt 

@DocThompsonShow 
@realBradStaggs 
@foodbizpro",invest in mojo50 justdoit user_ment user_ment user_ment
2542,Fri Sep 07 16:17:07 +0000 2018,"If you don’t express to me that you wish to be buried after your death, best believe you’re getting cremated and launch out of a shoulder fired rocket launcher. #LoveIsLove #Justdoit #ShowerThoughts",if you express to me that you wish to be buri after your death best believ get cremat and launch out of a shoulder fire rocket launcher loveislov justdoit showerthought
3397,Fri Sep 07 16:17:06 +0000 2018,@Nike  you gotta get these made! #JustDoIt https://t.co/LiDtQx0Xt2,user_ment you gotta get these made justdoit url
4036,Fri Sep 07 16:16:58 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough.!!#justdoit,ask if your dream are crazi ask if crazi enough justdoit
218,Fri Sep 07 16:16:53 +0000 2018,"Create Your Own Nike Just Do It Colin Kaepernick Meme With This Free Template: https://t.co/h9SZP6dUKB

#Nike #ColinKaepernick #JustDoIt https://t.co/rIqRybre1A",creat your own nike just do it colin kaepernick meme with thi free templat url nike colinkaepernick justdoit url
3998,Fri Sep 07 16:16:46 +0000 2018,#Justdoit Vote our &amp; oust McGovern!,justdoit vote our oust mcgovern
4951,Fri Sep 07 16:16:40 +0000 2018,This is why Colin kneels.  We all should kneel. You can't even ride in a car with your grandmother looking as timid as Urkel without getting profiled by police as a criminal. You can hear the despair in his voice. #ImwithKap. #Justdoit https://t.co/pFxaXOE9UM,thi is whi colin kneel we all should kneel you cant even ride in a car with your grandmoth look as timid as urkel without get profil by polic as a crimin you can hear the despair in hi voic imwithkap justdoit url
3209,Fri Sep 07 16:15:43 +0000 2018,Sounds like a plan! #JustDoIt #FirstAmendment https://t.co/ULAA6K0Tgu,sound like a plan justdoit firstamend url
4251,Fri Sep 07 16:15:28 +0000 2018,"#JustDoIt: Nike took a knee for Kaepernick, outrage ensues. Were you surprised? https://t.co/e7ab3oVkHX https://t.co/yhFHvgNSog",justdoit nike took a knee for kaepernick outrag ensu were you surpris url url
2580,Fri Sep 07 16:15:14 +0000 2018,"@realDonaldTrump Just Do It!!
#trumpTrash
 #JustDoIt 
#Nike
#NFL
#NikeKap https://t.co/GQ7YwcVhur",user_ment just do it trumptrash justdoit nike nfl nikekap url
4502,Fri Sep 07 16:15:12 +0000 2018,just doin it on a friyay @nike #believeinsomething #colinkaepernick #justdoit #friyay @ Nike NYHQ https://t.co/v0bmxyq8RI,just doin it on a friyay user_ment believeinsometh colinkaepernick justdoit friyay nike nyhq url
5036,Fri Sep 07 16:15:08 +0000 2018,"Check Me Out! September 10th on Facebook Live 8 am sharp.

""#justdoit""

See https://t.co/cKpdrrRzTJ for my freebie

""Four Easy Techniques to Keep You Calm as a Nurse""

Thanks! https://t.co/iNlExWzYav",check me out septemb on facebook live am sharp justdoit see url for my freebi four easi techniqu to keep you calm as a nurs thank url
2196,Fri Sep 07 16:14:59 +0000 2018,What ever you feel like doing it #JustDoIt✔ https://t.co/SOoFxtB778,what ever you feel like do it url
1577,Fri Sep 07 16:14:59 +0000 2018,It saved me it can save you too #JUSTDOIT 🌚🐾‼️ https://t.co/NYIuOqktj3,it save me it can save you too justdoit url
3340,Fri Sep 07 16:14:50 +0000 2018,@washingtonpost Thank you #Kap #JustDoIt #Nike We are UNITED and will NOT allow DJT to divide US! #BlueWave2018,user_ment thank you kap justdoit nike we are unit and will not allow djt to divid us bluewave2018
3440,Fri Sep 07 16:14:47 +0000 2018,@Kaepernick7 @Nike and @Kaepernick7 are on the right side of history #LOVE_YOURSELF #BelieveInYourself #JustDoIt #EqualityforAll #CompassionforAll,user_ment user_ment and user_ment are on the right side of histori love_yourself believeinyourself justdoit equalityforal compassionforal
1859,Fri Sep 07 16:14:44 +0000 2018,Friday Mood #JustDoIt https://t.co/D1b8qb3m5y,friday mood justdoit url
4102,Fri Sep 07 16:14:37 +0000 2018,"@realDonaldTrump God bless President Trump! 👍👍🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
#justdoIt #JustDontDoIt #Trump2020 #RedWave https://t.co/RtqWsqflI5",user_ment god bless presid trump justdoit justdontdoit trump2020 redwav url
481,Fri Sep 07 16:14:37 +0000 2018,"| Just Do It!✔️ - @nike |
#JustDoIt #Nike #Meme #Jesus #Viral #Marketing #NBC #CNN #ColinKaepernick #Kaepernick #NikeJustDoIT #Football #Believe #Listen #NikeShoes #BelieveInSomething… https://t.co/A8PqKSakxL",just do user_ment justdoit nike meme jesu viral market nbc cnn colinkaepernick kaepernick nikejustdoit footbal believ listen nikesho url
3675,Fri Sep 07 16:14:31 +0000 2018,And they are using the their platform to draw media attention and awareness to the issue. Nike knows who their customers are.  #JustDoIt #Nike https://t.co/2ehv8QuO8p,and they are use the their platform to draw media attent and awar to the issu nike know who their custom are justdoit nike url
1757,Fri Sep 07 16:14:31 +0000 2018,"@JWKeady @Kaepernick7 @KillerMike @tmorello #Nike #JustDoIt #TakeAKnee 
I'll say it again; he makes me glad my service was not simply to an empire. He shows me that at least one American is ethically free &amp; morally courageous enough to protest #injustice, as our forefathers once did. The rest of you seem to have forgotten;",user_ment user_ment user_ment user_ment nike justdoit takeakne ill say it again he make me glad my servic wa not simpli to an empir he show me that at least one american is ethic free moral courag enough to protest injustic as our forefath onc did the rest of you seem to have forgotten
3365,Fri Sep 07 16:14:28 +0000 2018,"Believe in ThrillBill. Even if it means sacrificing other plans.
.
.
.
#nike #justdoit #justthrillbill #djthrillbill #704 #charLIT #thecoolestdjintheworld #😎 #thrillbillionaires #qcdjs… https://t.co/ZvoQ85CU08",believ in thrillbil even if it mean sacrif other plan nike justdoit justthrillbil djthrillbil charlit thecoolestdjintheworld thrillbillionair url
3018,Fri Sep 07 16:14:25 +0000 2018,Those three words made all the difference. #JustDoIt https://t.co/CCrqAeINql,those three word made all the differ justdoit url
3948,Fri Sep 07 16:13:54 +0000 2018,"This is a great reminder that things may come to those that wait and they will be things left over by those that hustle. 
Less “into thought” more “into action”.  
#justdoit https://t.co/FMn00Vpmfh",thi is a great remind that thing may come to those that wait and they will be thing left over by those that hustl less more justdoit url
2384,Fri Sep 07 16:13:53 +0000 2018,You knew it was coming #justdoit #hehe #michaeljackson #heheintothewind https://t.co/KrnoBniTOo,you knew it wa come justdoit hehe michaeljackson heheintothewind url
2204,Fri Sep 07 16:13:50 +0000 2018,@Nike is aligning itself with the core values of our younger generation and celebrating athletes beyond their sport. BELIEVE IN SOMETHING. #thoughtwear #justdoit #diplomacy https://t.co/mP9M64pqvm,user_ment is align itself with the core valu of our younger gener and celebr athlet beyond their sport believ in someth thoughtwear justdoit diplomaci url
3051,Fri Sep 07 16:13:38 +0000 2018,"You’ve gotta WORK to make things WORK.

#JustDoIt",gotta work to make thing work justdoit
2214,Fri Sep 07 16:13:24 +0000 2018,Looking at the journey ahead...I will need to keep watching this😰 #JustDoIt https://t.co/inTQ4fgIdd,look at the journey ahead i will need to keep watch justdoit url
4604,Fri Sep 07 16:13:23 +0000 2018,"""So don't ask if your dreams are crazy, ask if your dreams are crazy enough."" #nike #ad #justdoit #crazyenough #believeinsomething
https://t.co/mQgvO8urfA",so dont ask if your dream are crazi ask if your dream are crazi enough nike ad justdoit crazyenough believeinsometh url
3327,Fri Sep 07 16:13:15 +0000 2018,"@madriannorman .@Nike
@Kaepernick7 is to #Nike like A Fly is to Shit.
#JustDoIt",user_ment user_ment user_ment is to nike like a fli is to shit justdoit
817,Fri Sep 07 16:13:10 +0000 2018,"We out here..... Nike Sunday!!!!! #justdoit @ Tanger Outlets, Grand Rapids https://t.co/1C7Ipsyswg",we out here nike sunday justdoit tanger outlet grand rapid url
4746,Fri Sep 07 16:12:59 +0000 2018,"Owned Yet, Libs? https://t.co/D7I86zTfL7 #Nike #JustDoIt",own yet lib url nike justdoit
4485,Fri Sep 07 16:12:59 +0000 2018,"Stand for something. Even if it means sacrifasing everything. 

#JustDoIt https://t.co/xpZz5XSA1z",stand for someth even if it mean sacrifas everyth justdoit url
2351,Fri Sep 07 16:12:59 +0000 2018,Now this is what we’re talkin’ about! #MAGA #QAnon #JustDoIt #JustBlewIt #TheRainMakers @POTUS #FridayFeeIing https://t.co/QXriULydFg,now thi is what about maga qanon justdoit justblewit therainmak user_ment fridayfeei url
3530,Fri Sep 07 16:12:53 +0000 2018,@TsMadisonatl1 @PrimeVideo @MsIsisKing @Ariscestocrat @FishTankSeries Run Maddie Run...trackstar 🏃🏾‍♀️ #JustDoIt,user_ment user_ment user_ment user_ment user_ment run maddi run trackstar justdoit
2621,Fri Sep 07 16:12:12 +0000 2018,#SplendidLoves Nike's 30th Anniversary #JustDoIt ad campaign with Colin Kaepernick https://t.co/1prGB5HjUh,splendidlov nike anniversari justdoit ad campaign with colin kaepernick url
72,Fri Sep 07 16:12:10 +0000 2018,It’s possible to be critical of Nike not paying its workers decent wages AND appreciate Nike’s ad featuring Karpernick. #JustDoIt,possibl to be critic of nike not pay it worker decent wage and appreci ad featur karpernick justdoit
4756,Fri Sep 07 16:12:07 +0000 2018,"Slave owners and private prisons have used black men and women as a political and financial piece for gain

But people are mad that nike is putting money in Kaepernick's pockets giving a world platform for a message of racial injustice?
#nike #JustDoIt #Kaepernick #TakeAKnee",slave owner and privat prison have use black men and women as a polit and financi piec for gain but peopl are mad that nike is put money in kaepernick pocket give a world platform for a messag of racial injustic nike justdoit kaepernick takeakne
4141,Fri Sep 07 16:12:06 +0000 2018,This is fucked up lol #nike #colinkaepernick #kaepernick #america #nfl #justdoit #justdoit✔️#steviewonder https://t.co/6pbTchCKWd,thi is fuck up lol nike colinkaepernick kaepernick america nfl justdoit url
329,Fri Sep 07 16:12:06 +0000 2018,Nike took a calculated risk. And won. #advertising #justdoit #nike https://t.co/1TGuPn9EAQ,nike took a calcul risk and won advertis justdoit nike url
1955,Fri Sep 07 16:12:03 +0000 2018,"Just Did It! 
#justdoit #nike #collinkaepernick #blackpower #thugpun https://t.co/MPrzoGVc5W",just did it justdoit nike collinkaepernick blackpow thugpun url
2504,Fri Sep 07 16:12:00 +0000 2018,No one is safe @kobebryant 😂😂 #JustDoIt https://t.co/W1A5J84i4n,no one is safe user_ment justdoit url
325,Fri Sep 07 16:11:44 +0000 2018,@realDonaldTrump NIKE WAS PISSING YOU OFF.... AND IT WORKED!!!! AHAHAHAHAHAHAAHA #JUSTDOIT ✔️✔️✔️✔️✔️✔️✔️✔️✔️✔️ https://t.co/LwfWOu1Bds,user_ment nike wa piss you off and it work ahahahahahahaaha justdoit url
3981,Fri Sep 07 16:11:36 +0000 2018,Just to get you hyped for the weekend! #justdoit Nike: Juntas Imparables - Just Do It https://t.co/PxLs2wpnZL,just to get you hype for the weekend justdoit nike junta impar just do it url
4283,Fri Sep 07 16:11:32 +0000 2018,@beerscouts @LindseyGrahamSC @SenatorCollins @JeffFlake @marcorubio @SenSasse @SenatorIsakson @sendavidperdue @senrobportman @SenBobCorker @lisamurkowski @RepErikPaulsen @SenatorLankford @SenatorBurr @BillCassidy @SenPatRoberts They should #justdoit,user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment they should justdoit
1941,Fri Sep 07 16:11:32 +0000 2018,"its Natives killed
Got you singin' this star-spangled spiel
To a piece of cloth that represents the ""Land of the Free"" that made people slaves to build #eminem #revival #nike #ColinKaepernick #JustDoIt #iStandWithKaep",it nativ kill got you singin thi starspangl spiel to a piec of cloth that repres the land of the free that made peopl slave to build eminem reviv nike colinkaepernick justdoit istandwithkaep
1857,Fri Sep 07 16:11:30 +0000 2018,.@TMZ (of all places) analyzed @Nike customer demographic #JustDoIt https://t.co/tx7F99W2qC,user_ment of all place analyz user_ment custom demograph justdoit url
4332,Fri Sep 07 16:11:28 +0000 2018,"@nikestore love my nikes
#JUSTDOIT https://t.co/DNw0ZI3hiP",user_ment love my nike justdoit url
4715,Fri Sep 07 16:11:26 +0000 2018,"""Don't ask if your dreams are crazy, ask if you're crazy enough to bring them into reality.""
#JustDoIt https://t.co/KDAC7wXFWk",dont ask if your dream are crazi ask if your crazi enough to bring them into realiti justdoit url
144,Fri Sep 07 16:11:16 +0000 2018,All Protest Do Not Lead to Progess... When You Protest Alone &amp; Willing to Stand Strong as One For All; Your Efforts Will Continue To Rise When People want to see You Fall! #History #Kapernick #JustDoIt @Nike @nikefootball @OWNTV @TheEllenShow @BETNews #BeYou #livelaughlove #Smile https://t.co/ehJN5nF0Om,all protest do not lead to progess when you protest alon will to stand strong as one for all your effort will continu to rise when peopl want to see you fall histori kapernick justdoit user_ment user_ment user_ment user_ment user_ment beyou livelaughlov smile url
4713,Fri Sep 07 16:11:15 +0000 2018,Who wouldn't want Watson on their team! Imagine having that competitive edge in the business world. Watson on your team = a lot more GREEN. #JustDoIt #MoreMoney #LessProblems #AI #Watson https://t.co/rujJnkEV7r,who wouldnt want watson on their team imagin have that competit edg in the busi world watson on your team a lot more green justdoit moremoney lessproblem ai watson url
2003,Fri Sep 07 16:11:13 +0000 2018,@nike My new dry for golf shorts have FULL POCKETS in front and back! #Iaminlove #nike.com  #ColinKaepernick #JustDoIt #NikeBoycott #NikeAd #nike,user_ment my new dri for golf short have full pocket in front and back iaminlov nike.com colinkaepernick justdoit nikeboycott nikead nike
