,tweet_created_at,tweet_full_text,text_clean
2508,Fri Sep 07 01:42:41 +0000 2018,"Even @Nike wants those accidental arsonists to burn it correctly so a house isn’t burned down like that of this moron in this story: https://t.co/ZBnNJsK1Wg .

Better yet: Give up your #Nike shoes to homeless folks who may need shoes. 

#JustDoIt #NikeBoycott #ColinKaepernick https://t.co/dxDczPOHUI",even user_ment want those accident arsonist to burn it correctli so a hous burn down like that of thi moron in thi stori url better yet give up your nike shoe to homeless folk who may need shoe justdoit nikeboycott colinkaepernick url
2155,Fri Sep 07 01:42:35 +0000 2018,"#ColinKaepernick #NikeAd | FULL VIDEO https://t.co/Vd1X6dwNoY 
#JustDoIt #Nike #TakeAKnee",colinkaepernick nikead full video url justdoit nike takeakne
2261,Fri Sep 07 01:42:34 +0000 2018,"@Kaepernick7 hey asshole! #JustDoIt #Garbage even you can get a job thanks to @realDonaldTrump #WeStand it’s a shame, you had such a wonderful stage to do something great in a respectful way, instead you shit the bed! https://t.co/umajgFYlw3",user_ment hey asshol justdoit garbag even you can get a job thank to user_ment westand a shame you had such a wonder stage to do someth great in a respect way instead you shit the bed url
1294,Fri Sep 07 01:42:33 +0000 2018,"@ListenToEzra @Havok_2O18 @TheSWPrincess @1Jedi_Rey @NatCookResists @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @TrisResists @NateBoyer37 @CaptainsLog2O18 @ChicagoBears @ManInTheHoody @AllensOpEd @CyrusToulabi @MissyElliott @Alyssa_Milano @TheRevAl @JoyAnnReid @CoryBooker Why do I #TakeAKnee? Because no man, woman, or child should be afraid to die because they are a minority &amp;:
🔹️playing in a park
🔹️pulled over for a minor traffic offense
🔹️selling cigarettes
🔹️in their backyard
🔹️walking up the street with Skittles
#ImWithKaep
#JustDoIt https://t.co/40dPiC1vd0",user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment whi do i takeakne becaus no man woman or child should be afraid to die becaus they are a minor in a park over for a minor traffic offens cigarett their backyard up the street with skittl imwithkaep justdoit url
1336,Fri Sep 07 01:42:30 +0000 2018,The dude #JustDoIt #Nike https://t.co/R08SfmizC5,the dude justdoit nike url
1312,Fri Sep 07 01:42:27 +0000 2018,"#JustDoIt Comparing Kaepernick to Ali shows ignorance and a lack of respect to Ali.  Ali was the best in the World, undisputed,  when he made his statement and it cost him dearly.   None of the same can be said about Kaepernick.",justdoit compar kaepernick to ali show ignor and a lack of respect to ali ali wa the best in the world undisput when he made hi statement and it cost him dearli none of the same can be said about kaepernick
3929,Fri Sep 07 01:42:21 +0000 2018,"I’m just saying 
#NikeCampaign #Justdoit #Nike #ColinKaepernick https://t.co/iQtZv4pqHM",just say nikecampaign justdoit nike colinkaepernick url
2336,Fri Sep 07 01:42:16 +0000 2018,"My favorite line in the new Nike CK7 commercial is... ""Don't settle for homecoming queen or linebacker. Do both.""---I'm sure a lot of current and former HS linebackers lament not being the homecoming queen, too.  #JustDoIt",my favorit line in the new nike ck7 commerci is dont settl for homecom queen or lineback do sure a lot of current and former hs lineback lament not be the homecom queen too justdoit
3520,Fri Sep 07 01:41:49 +0000 2018,"#ThatWay In order for you to know you’re #Destiny, you must first know you’re #History.  #Respect to   mahmoudar123 aka #MahmoudAbdulRauf. #JustDoIt https://t.co/IkqoiDSrLv",thatway in order for you to know destini you must first know histori respect to mahmoudar123 aka mahmoudabdulrauf justdoit url
3562,Fri Sep 07 01:41:35 +0000 2018,🏈🏈  #Football  #JustDoIt  #ATLvsPHI #CollegeFootball #music #playlists #highschoolfootball #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/g2q9W0V0kz,footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal and download n.f.l shuffl by litgod seriou lord url url
1687,Fri Sep 07 01:41:28 +0000 2018,"As a former @Nike runner (@SouthEugeneHigh decades ago, mind you) I could not be more proud!  #JustDoIt #thanksNike https://t.co/UTkpgRSKAm",as a former user_ment runner user_ment decad ago mind you i could not be more proud justdoit thanksnik url
4582,Fri Sep 07 01:41:23 +0000 2018,"Love this @Nike campaign with @Kaepernick7, and @EliudKipchoge and his accomplishments are a great example of what it means to follow your dreams no matter how crazy they may sound. #JustDoIt #breaking2 #dreams #Nike https://t.co/96f29Hi1YM",love thi user_ment campaign with user_ment and user_ment and hi accomplish are a great exampl of what it mean to follow your dream no matter how crazi they may sound justdoit breaking2 dream nike url
4968,Fri Sep 07 01:41:15 +0000 2018,@Nike #justdoit these flaming Nike’s would be the ultimate in your face move..JS https://t.co/w0UsJN7zpv,user_ment justdoit these flame would be the ultim in your face move js url
3628,Fri Sep 07 01:41:06 +0000 2018,@CoryBooker got your back! #JustDoIt #BringItOn take out the trash! #EndTheTreasonousReign    #RealTime https://t.co/zIl9gN2eub,user_ment got your back justdoit bringiton take out the trash endthetreasonousreign realtim url
4990,Fri Sep 07 01:41:02 +0000 2018,@Kaepernick7 really got me thinking... Are my dreams big enough? #JustDoIt,user_ment realli got me think are my dream big enough justdoit
662,Fri Sep 07 01:40:59 +0000 2018,Po'up! #JustDoIt https://t.co/xd00qaTfFL,poup justdoit url
5027,Fri Sep 07 01:40:58 +0000 2018,I'm done wit yall 🤣🤣🤣🤣 #nochill #pettypost #nike #justdoit https://t.co/8LB68cgxZX,im done wit yall nochil pettypost nike justdoit url
4011,Fri Sep 07 01:40:54 +0000 2018,Be nice!  #justdoit https://t.co/Yz42A9Ha3M,be nice justdoit url
1309,Fri Sep 07 01:40:41 +0000 2018,Stop all the naysayers #justdoit #nike,stop all the naysay justdoit nike
3759,Fri Sep 07 01:40:39 +0000 2018,#international kicks for international things. #airzoom #kicksonfire #nikeair #justdoit https://t.co/KQpa4wcqpn,intern kick for intern thing airzoom kicksonfir nikeair justdoit url
2548,Fri Sep 07 01:40:36 +0000 2018,This👇👇👇sorry I'm laughing at his stupidity. #Nike #JustDoIt https://t.co/TXSphPcUbD,im laugh at hi stupid nike justdoit url
857,Fri Sep 07 01:40:35 +0000 2018,Show dem (them) how to #JustDoIt @UCFKnights  @UCF_Football #UCF #iloveNike #supportColinKaepernick #SupportOurTroops #love https://t.co/e3y48GwVw7,show dem them how to justdoit user_ment user_ment ucf ilovenik supportcolinkaepernick supportourtroop love url
4837,Fri Sep 07 01:40:33 +0000 2018,"@gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @TheSWPrincess @1Jedi_Rey @Havok_2O18 @ListenToEzra @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames To form an ever more perfect union, we rely on patriots and saints, giants among us... heroes with the courage of eagles...

willing to sacrifice all, as they appeal to our better angels. 

#BlackLivesMatter 
#TakeAKnee
#JustDoIt
#ImWithKaep https://t.co/TQIU9XKLcN",user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment to form an ever more perfect union we reli on patriot and saint giant among us hero with the courag of eagl will to sacrific all as they appeal to our better angel blacklivesmatt takeakne justdoit imwithkaep url
822,Fri Sep 07 01:40:27 +0000 2018,@JohnLeguizamo is the best!!! ❤️❤️❤️❤️❤️ #justdoit #Kapernick https://t.co/gSp52Oc7hj,user_ment is the best justdoit kapernick url
4381,Fri Sep 07 01:40:12 +0000 2018,"Spent the day fireproofing my Nike gear in case a random klansman tries to firebomb me at the gym. 

#JustDoIt",spent the day fireproof my nike gear in case a random klansman tri to firebomb me at the gym justdoit
235,Fri Sep 07 01:40:11 +0000 2018,Please don’t let a small number of complainants dictate the rules around cycling access on Groat. This is a major thoroughfare for cyclists. The bylaw enforcement is making for unnecessary delay for a growing population. #justdoit #yegbike @doniveson @olgaopolis @AndrewKnack https://t.co/ZPEXNLyRIn,pleas let a small number of complain dictat the rule around cycl access on groat thi is a major thoroughfar for cyclist the bylaw enforc is make for unnecessari delay for a grow popul justdoit yegbik user_ment user_ment user_ment url
3204,Fri Sep 07 01:40:06 +0000 2018,🏈  #Football  #JustDoIt  #ATLvsPHI #CollegeFootball #music #playlists #highschoolfootball #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/ctnTwzP1af,footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal and download n.f.l shuffl by litgod seriou lord url url
3038,Fri Sep 07 01:40:04 +0000 2018,@JohnJHarwood Who knew @GOP was the party of traitors? I didn’t! History will be brutal! #VoteThemAllOut #justdoit https://t.co/EyxsvLQ6kH,user_ment who knew user_ment wa the parti of traitor i histori will be brutal votethemallout justdoit url
713,Fri Sep 07 01:40:02 +0000 2018,"'Dream Crazy' campaign has @Nike believing in something, even if it means sacrificing everything. https://t.co/sQdjioIx4n #JustDoIt @SerenaWilliams @KingJames @Essence https://t.co/CzPpfHD0Ja",dream crazi campaign ha user_ment believ in someth even if it mean sacrif everyth url justdoit user_ment user_ment user_ment url
4348,Fri Sep 07 01:39:54 +0000 2018,"1 hour of Yin Yoga 🧘🏽‍♀️ 
12 rounds on the heavy bag 🥊 
6 mile run 🏃🏻‍♀️ 💨 

this señorita did work today 
#justdoit",hour of yin yoga round on the heavi bag mile run thi did work today justdoit
798,Fri Sep 07 01:39:38 +0000 2018,#Football  #JustDoIt  #ATLvsPHI #CollegeFootball #music #playlists #highschoolfootball #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/mjXjVpJgEe,footbal justdoit atlvsphi collegefootbal music playlist highschoolfootbal nikefootbal adidasfootbal and download n.f.l shuffl by litgod seriou lord url url
760,Fri Sep 07 01:39:30 +0000 2018,"Outside of the original, 1 of, if not the best I've seen thus far! #Nike #JustDoIt https://t.co/HbdjssEiun",outsid of the origin of if not the best ive seen thu far nike justdoit url
3828,Fri Sep 07 01:39:28 +0000 2018,"Oh MY !! 🤪🤪

Is THAT WHY you #TakeAKnee ??

Well I’ll be a #MonkeysUncle 😝

#JustDoIt  👍👍 https://t.co/mRLDojcDeb",oh my is that whi you takeakne well be a monkeysuncl justdoit url
886,Fri Sep 07 01:39:04 +0000 2018,"I know I'm late, but it needed to be done.

@idiedtrying 

#idiedtrying #nike #colinkaepernick #justdoit #shoes #advertising #campaign #inspire #goals #dreams #aspire #LIFER #passion #work… https://t.co/wYF0tlVj0Z",i know im late but it need to be done user_ment idiedtri nike colinkaepernick justdoit shoe advertis campaign inspir goal dream aspir lifer passion url
250,Fri Sep 07 01:38:59 +0000 2018,"Can someone make a @Nike picture like @Kaepernick7  for @SenKamalaHarris @SenKamalaHarris photo is for reference
#nike
#JustDoIt 
#KamalaHarris https://t.co/cIK7NAh4Ki",can someon make a user_ment pictur like user_ment for user_ment user_ment photo is for refer nike justdoit kamalaharri url
2712,Fri Sep 07 01:38:56 +0000 2018,"@CoryBooker The only better response rather than bring it would have been #JustDoIt. 😂 Thank you, Senator!!!!",user_ment the onli better respons rather than bring it would have been justdoit thank you senat
2832,Fri Sep 07 01:38:23 +0000 2018,"@CBSNews Did this small minded “Christian” college even see the commercial......it is the most American, inclusive ad I have seen in years. #JustDoIt",user_ment did thi small mind colleg even see the commerci it is the most american inclus ad i have seen in year justdoit
2339,Fri Sep 07 01:38:20 +0000 2018,"We need woman like them @KarenCivil @NICKIMINAJ, the list goes on. #WomenAreFuture like @Nike #JUSTDOIT Don’t speak on it Do it!!!!!!! https://t.co/XNR2PJ5aKB",we need woman like them user_ment user_ment the list goe on womenarefutur like user_ment justdoit speak on it do it url
4039,Fri Sep 07 01:38:15 +0000 2018,@JamieWalton @TheWayneFDN This slogan was made for you #JustDoIt https://t.co/2xAX9ewKsb,user_ment user_ment thi slogan wa made for you justdoit url
2534,Fri Sep 07 01:38:03 +0000 2018,Too funny to not share 😂 #JustDoIt https://t.co/F1n4n6HGZ3,too funni to not share justdoit url
1413,Fri Sep 07 01:38:01 +0000 2018,#JustDoIt ...safely. Ha! https://t.co/VQjnx64crx,justdoit safe ha url
2890,Fri Sep 07 01:37:51 +0000 2018,@adidas You should run a shoe drive for the needy. Accept Nikes for discounts on Adidas products. Donate the Nikes to the people who need them. #JustDoIt,user_ment you should run a shoe drive for the needi accept nike for discount on adida product donat the nike to the peopl who need them justdoit
1706,Fri Sep 07 01:37:51 +0000 2018,#justdoit @ Chicago O'Hare International Airport https://t.co/u2o4WdXhFx,justdoit chicago ohar intern airport url
3306,Fri Sep 07 01:37:43 +0000 2018,Hey @Nike @nikefootball This is ALL @Kaepernick7 has ever been about! I'll buy @adidas @adidasFballUS .  #BoycottNike #JustDoIt #BoycottNikeJustDoIt #StandforAnthem https://t.co/gMpj4A0jrr,hey user_ment user_ment thi is all user_ment ha ever been about ill buy user_ment user_ment boycottnik justdoit boycottnikejustdoit standforanthem url
1729,Fri Sep 07 01:37:36 +0000 2018,"Seriously, if a football player offends you and you see that as an attack on soldiers or America, then whether consciously or not, you have some deep rooted racism. That's not a suggestion, it's a fact.  #JustDoIt  #JustBurnIt  #NFLKickoff https://t.co/7IEqkr5Gtz",serious if a footbal player offend you and you see that as an attack on soldier or america then whether conscious or not you have some deep root racism that not a suggest it a fact justdoit justburnit nflkickoff url
3227,Fri Sep 07 01:37:18 +0000 2018,@realDonaldTrump Late to the party...technical difficulties. #TakeAKnee #JustDoIt #ImwithKaep . https://t.co/qqePO4wzPZ,user_ment late to the parti technic difficulti takeakne justdoit imwithkaep url
3359,Fri Sep 07 01:37:14 +0000 2018,#JustDoIt @msradiohost you In. I’m in!! https://t.co/NZCjVpeG2X,justdoit user_ment you in in url
212,Fri Sep 07 01:36:48 +0000 2018,Truly inspirational #justdoit https://t.co/PdKGiOohnx,truli inspir justdoit url
246,Fri Sep 07 01:36:22 +0000 2018,"For all those haters out there burning their @Nike shoes and merch, can you just give it to me? Cause I'm poor and I ain't ignorant. (warning tho: I'm queer and an immigrant!) #justdoit",for all those hater out there burn their user_ment shoe and merch can you just give it to me caus im poor and i aint ignor warn tho im queer and an immigr justdoit
3465,Fri Sep 07 01:35:52 +0000 2018,@ananavarro That's too intelligent Ms Ana. And that's from the race that says they are superior.  #JustDoIt,user_ment that too intellig ms ana and that from the race that say they are superior justdoit
2526,Fri Sep 07 01:35:48 +0000 2018,@LauraLoomer @CHIZMAGA Burn those knees #JustDoit; your loosing and many of us are laughing @Nike,user_ment user_ment burn those knee justdoit your loos and mani of us are laugh user_ment
3514,Fri Sep 07 01:35:47 +0000 2018,"#tbt Just in time for football season.
S/O to everyone in this picture. Much respect. Fresno State before the #Nike deal. #wideouts

#bulldogforlife #troycenter #godogs #justdoit https://t.co/qrwxzaff0p https://t.co/cvxyqlBUdW",tbt just in time for footbal season to everyon in thi pictur much respect fresno state befor the nike deal wideout bulldogforlif troycent godog justdoit url url
2321,Fri Sep 07 01:35:36 +0000 2018,"@DebraMessing @CoryBooker @JordanUhl You're in excellent company @CoryBooker 
From #SallyYates to @Kaepernick7 remember #JustDoIt https://t.co/15iVzDoKIh",user_ment user_ment user_ment your in excel compani user_ment from sallyy to user_ment rememb justdoit url
4008,Fri Sep 07 01:35:06 +0000 2018,I’m so ready to see the Kaepernick @Nike Ad. #JustDoIt,so readi to see the kaepernick user_ment ad justdoit
1495,Fri Sep 07 01:34:23 +0000 2018,Somebody make me a #justdoit ad 😹🙏🏾 #pls,somebodi make me a justdoit ad pl
3662,Fri Sep 07 01:34:18 +0000 2018,New softball cleats too!!  #nike  #JustDoIt #wlpride https://t.co/81VtghfJcX,new softbal cleat too nike justdoit wlpride url
4205,Fri Sep 07 01:34:12 +0000 2018,#JustDoIt #ColinKaepernick #CoryBooker #RealSacrifice #nike Just a reminder: https://t.co/O30e9PxtEH,justdoit colinkaepernick corybook realsacrific nike just a remind url
3569,Fri Sep 07 01:34:00 +0000 2018,@ricky_martin Truth and a sad truth it is.  We are better than this.  #justdoit,user_ment truth and a sad truth it is we are better than thi justdoit
2408,Fri Sep 07 01:33:57 +0000 2018,"At Universal Flooring Solutions we just do it.
#justdoit 
#universalfloorsolutions 
#epoxyfloorcoatings 
#epoxy
#interiordesign 
#professional 
#licensedcontractor 
#epoxyinstaller 
#epoxy… https://t.co/hySfoCDUH8",at univers floor solut we just do it justdoit universalfloorsolut epoxyfloorco epoxi interiordesign profession licensedcontractor epoxyinstal url
679,Fri Sep 07 01:33:48 +0000 2018,Imagine if Rosa Parks would have stood up #JustDoIt #Nike #imagine,imagin if rosa park would have stood up justdoit nike imagin
55,Fri Sep 07 01:33:43 +0000 2018,"Equality for all!@Collinkaepernic 
#justcause #justdoit #SupportNike #CollinKaepernick #KnowYourRights https://t.co/JnMYicgrOe",equal for justcaus justdoit supportnik collinkaepernick knowyourright url
990,Fri Sep 07 01:33:25 +0000 2018,Basketball shoe delivery day!  #christmasINseptember #nike #JustDoIt #wlpride https://t.co/D7VjWFH5ts,basketbal shoe deliveri day christmasinseptemb nike justdoit wlpride url
4084,Fri Sep 07 01:33:18 +0000 2018,"@TheSWPrincess @1Jedi_Rey @NatCookResists @ListenToEzra @gbmnyc @NFL @nflcommish @NFLPA @realDonaldTrump @Havok_2O18 @MalcolmJenkins @Kaepernick7 @KSTiLLS @mosesbread72 @Nike @KingJames @MatthewWolfff @JynErso_2017 @DeadpoolResists @debbiesideris @TrinityResists @SabineResists @Minervasbard @RebelScumPixie @JediMasterDre @B52Malmet @Lady_Star_Gem @JeffBfish @JainaResists @knot4sharing @DangeRussWilson @Earl_Thomas @TDLockett12 @TopRopeTravis @BrandonTXNeely @RealTomSongs @BatmanResist @NateBoyer37 @CaptainsLog2O18 We kneel because as Americans we have the ability to exercise our ‘Right’ to protest peacefully against injustices! 
Our ‘Right’ to kneel is what Vets fight and give their lives for. 
Not our flag or anthem. 
Some just don’t get it! 
#JustDoIt #TakeTheKnee #ImWithKaep https://t.co/FMTHHmCKWc",user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment user_ment we kneel becaus as american we have the abil to exercis our to protest peac against injustic our to kneel is what vet fight and give their live for not our flag or anthem some just get it justdoit takethekne imwithkaep url
1038,Fri Sep 07 01:33:02 +0000 2018,"Bruuuuhhhh!!!!!! This by far is the BEST one!!!! 😂😂😂😂😂😂🤣🤣🤣🤣🤣
#Nike #JustdoIt https://t.co/G9wp0u5kog",bruuhh thi by far is the best one nike justdoit url
4613,Fri Sep 07 01:32:58 +0000 2018,Ha ha a short seller #JustDoIt https://t.co/J9XkycGqWE,ha ha a short seller justdoit url
2300,Fri Sep 07 01:32:52 +0000 2018,"If someone makes a ""Mute Cris Collingsworth"" remote button, you will be a very rich person. #JustDoIt",if someon make a mute cri collingsworth remot button you will be a veri rich person justdoit
3893,Fri Sep 07 01:32:36 +0000 2018,"Check out mr booker , he stood today !! #CoreyBooker  #nike #justdoit #bringit #brought #standforsomething https://t.co/4JAIcBBTza",check out mr booker he stood today coreybook nike justdoit bringit brought standforsometh url
993,Fri Sep 07 01:32:35 +0000 2018,"""If you're born a #refugee, don't let it stop you from playing soccer for the national team -- at age 16"" - &lt;3 someone give the writer a raise. i don't fall into any marketing demo, and i'm over here crying. @Kaepernick7 @Nike  #JustDoIt https://t.co/3IhGBj15ZM via @CNNMoney",if your born a refuge dont let it stop you from play soccer for the nation team at age someon give the writer a rais i dont fall into ani market demo and im over here cri user_ment user_ment justdoit url via user_ment
735,Fri Sep 07 01:32:27 +0000 2018,"Dear anti-life #Democrats, keep protesting, shouting, and disrupting the #KavanaughHearings.  Such lawlessness will help elect #Republicans in November.  Do it, those of you who oppose the first civil #righttolife.  #JustDoIt (er, to ""borrow"" a phrase for #prolife activism). https://t.co/g5cF2q6Ru6",dear antilif democrat keep protest shout and disrupt the kavanaughhear such lawless will help elect republican in novemb do it those of you who oppos the first civil righttolif justdoit er to borrow a phrase for prolif activ url
1260,Fri Sep 07 01:32:25 +0000 2018,I’ve never been more ready to get home and eat pizza and watch the birds. 🏈 #knuckifyoubuck #justdoit,never been more readi to get home and eat pizza and watch the bird knuckifyoubuck justdoit
1751,Fri Sep 07 01:32:24 +0000 2018,IT'S NOT ABOUT ONE PLAYER its ABOUT THE ENTIRE TEAM......#keepgrinding #justdoit #forflash https://t.co/Jh2AnCBe7I,it not about one player it about the entir team keepgrind justdoit forflash url
2121,Fri Sep 07 01:32:24 +0000 2018,@realDonaldTrump If people say your dreams are crazy and if they laugh at what you think you can do...Stay that way President Trump. You can and will do it. #JustDoIt,user_ment if peopl say your dream are crazi and if they laugh at what you think you can do stay that way presid trump you can and will do it justdoit
4564,Fri Sep 07 01:32:10 +0000 2018,“It’s either this or an orange jumpsuit”-Dowd #Fear #WoodwardBook(book seems like a lifetime ago)Me: It’s going to be an ‘orange jumpsuit’ either way! #TrumpResign #justdoit Says Trump Will Not Answer Questions About Allegedly Obstructing Justice- Splinter https://t.co/apAQzsm0Hu,either thi or an orang fear seem like a lifetim go to be an either way trumpresign justdoit say trump will not answer question about allegedli obstruct justic splinter url
4804,Fri Sep 07 01:32:02 +0000 2018,@StarTribune Yeah cause that would push them closer to the MTV movie awards. #justdoit,user_ment yeah caus that would push them closer to the mtv movi award justdoit
3559,Fri Sep 07 01:32:01 +0000 2018,Bruh 😂😂😂😂 #justdoit #nike https://t.co/zQyBcmmoSe,bruh justdoit nike url
3180,Fri Sep 07 01:31:45 +0000 2018,"“Nike Investors Not Happy About The Colin Kaepernick Ad”
https://t.co/NhmlK1lYRF

#JustDoIt https://t.co/OlYWQtpGk7",investor not happi about the colin kaepernick url justdoit url
585,Fri Sep 07 01:31:34 +0000 2018,AND NOW IM READY FOR SOME #FOOTBALL !!!! #ThursdayNightFootball #NFLKickoff #NFLkickoff2018 #NFL #JustDoIt 🏈💃🏾✨ https://t.co/QOnZNU918D,and now im readi for some footbal thursdaynightfootbal nflkickoff nflkickoff2018 nfl justdoit url
694,Fri Sep 07 01:31:28 +0000 2018,But y’all mad at Nike &amp; not the police. #NFL #TakeaKnee #JustDoIt #Football https://t.co/meMT0agdQS,but mad at nike not the polic nfl takeakne justdoit footbal url
1386,Fri Sep 07 01:31:21 +0000 2018,"AWESOME! #JustDoIt 

#BelieveInYourself https://t.co/XwQjJKzPQh",awesom justdoit believeinyourself url
337,Fri Sep 07 01:31:17 +0000 2018,Ok last one. Buts it’s a good one. 🤣🤣 #JustDoIt #OrDont #IDontCare https://t.co/LxSmNBmjxp,ok last one but a good one justdoit ordont idontcar url
4605,Fri Sep 07 01:31:09 +0000 2018,"@HillaryClinton You, @HillaryClinton, have the right to remain silent.  #JustDoIt  #ConfirmKavanaugh",user_ment you user_ment have the right to remain silent justdoit confirmkavanaugh
1927,Fri Sep 07 01:30:43 +0000 2018,Never laugh at the misfortune of others.... unless they deserve it. 🤣🤣🤣🤣🤣 #Kaepernick #Nike #JustDoIt https://t.co/DbdasuD0M8,never laugh at the misfortun of other unless they deserv it kaepernick nike justdoit url
2482,Fri Sep 07 01:30:38 +0000 2018,This is for all u stupid mufuckas that want to talk shit lol 🤣😂😂😂😂😂😂 #JustDoIt #nike #iWillAlwaysWearNike #fuckAllTheHaters https://t.co/lwe4loz67h,thi is for all u stupid mufucka that want to talk shit lol justdoit nike iwillalwayswearnik fuckallthehat url
3269,Fri Sep 07 01:30:12 +0000 2018,"Just like @Kaepernick7, I'm ignorant and have ZERO skills. So @Nike can I endorse some stuff? I'll even donate some of my $ to an escaped #CopKiller like he did... #Please #JUSTDOIT",just like user_ment im ignor and have zero skill so user_ment can i endors some stuff ill even donat some of my to an escap copkil like he did pleas justdoit
2509,Fri Sep 07 01:30:06 +0000 2018,"I come from a military family where you stand for the flag, doing anything else considered disrespectful. I however, will always also believe in @Nike's message. Don't ask if your dreams are crazy. Ask if they're crazy enough. #JustDoIt",i come from a militari famili where you stand for the flag do anyth els consid disrespect i howev will alway also believ in user_ment messag dont ask if your dream are crazi ask if theyr crazi enough justdoit
3629,Fri Sep 07 01:29:59 +0000 2018,Get rid of sweatshops #justdoit,get rid of sweatshop justdoit
752,Fri Sep 07 01:29:57 +0000 2018,"Breaking: @Ford supports kneeling football players. I hope MAGA Twitter keeps this same @Nike energy and they bout to be out here filming themselves blowing up their super duty F150’s.

#JustDoIt https://t.co/rTFfUW6hE4",break user_ment support kneel footbal player i hope maga twitter keep thi same user_ment energi and they bout to be out here film themselv blow up their super duti justdoit url
2485,Fri Sep 07 01:29:38 +0000 2018,#billclinton nick #nike #justdoit https://t.co/g5HhxSXuAx,billclinton nick nike justdoit url
3925,Fri Sep 07 01:29:20 +0000 2018,Tune into Channel 4 (@WTMJ) at 10PM to hear our PR expert Evan Zeppos discuss why @Nike hit the trifecta with their #justdoit campaign... even before its official debut.,tune into channel user_ment at to hear our pr expert evan zeppo discuss whi user_ment hit the trifecta with their justdoit campaign even befor it offici debut
4714,Fri Sep 07 01:29:19 +0000 2018,Checks over stripes that’s what we like #justdoit,check over stripe what we like justdoit
728,Fri Sep 07 01:29:13 +0000 2018,Where can I get my @Nike #Colin_Kaepernick jersey at? #JustDoIt,where can i get my user_ment colin_kaepernick jersey at justdoit
4850,Fri Sep 07 01:29:01 +0000 2018,It's good @D_Booth7 played in the @NHL made decent $$ because this dumb ass will likely have a tough time finding a job again with his IQ level. #maga #justdoit https://t.co/s8hNhfb2dw,it good user_ment play in the user_ment made decent becaus thi dumb ass will like have a tough time find a job again with hi iq level maga justdoit url
99,Fri Sep 07 01:28:53 +0000 2018,"If you protest a company's stand on an issue by burning that company's merchandise, and in the process burn your own house down? Stop breathing and wasting everyone else's oxygen. You're too stupid to live.  #JustDoIt 

https://t.co/EAT0xoOH49",if you protest a compani stand on an issu by burn that compani merchandis and in the process burn your own hous down stop breath and wast everyon els oxygen your too stupid to live justdoit url
3369,Fri Sep 07 01:28:42 +0000 2018,Yes believe in something even if your standing alone and sacrificing your dreams ! This is the best commercial I’ve seen ! #JustDoIt ✅ #DreamBig https://t.co/nZHzOaJHnx,ye believ in someth even if your stand alon and sacrif your dream thi is the best commerci seen justdoit dreambig url
4734,Fri Sep 07 01:28:31 +0000 2018,@CollinsworthPFF Maybe you should take a knee for this one #justdoit,user_ment mayb you should take a knee for thi one justdoit
2827,Fri Sep 07 01:28:22 +0000 2018,"A true inspiration.

""You can take the superhero out of her costume, but you can never take away her superpowers.""

#JustDoIt https://t.co/9ZpNWxuB2u",a true inspir you can take the superhero out of her costum but you can never take away her superpow justdoit url
2518,Fri Sep 07 01:28:03 +0000 2018,I #TakeAKnee to support freedom of speech and true American Patriotism and Liberty. #WeAreThePatriots 🇺🇸 #JustDoIt #ImWithKap https://t.co/iMRjG3x0CF,i takeakne to support freedom of speech and true american patriot and liberti wearethepatriot justdoit imwithkap url
